Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
CA ST DEPARTMENT OF HEALTH SERVICES,949087316,SACRAMENTO,CA,958146401,SACRAMENTO,United States of America,Health Department,State Government,"$130,000 ",2018
"CA ST DEPT OF PUBLIC HEALTH, DEPT OF HEALTH SERVICES",799150615,SACRAMENTO,CA,95814,SACRAMENTO,United States of America,Health Department,State Government,$0 ,2018
"UNIVERSITY OF CALIFORNIA-SAN FRANCISCO, BD OF REGENTS",94878337,SAN FRANCISCO,CA,94143,SAN FRANCISCO,United States of America,Other Health Organization,State Government,$0 ,2018
"NORTH COUNTY HEALTH PROJECT, INC.",78743820,SAN MARCOS,CA,920692973,SAN DIEGO,United States of America,Other Health Organization,County Government,"$9,787,204 ",2018
OMNI FAMILY HEALTH,93997062,BAKERSFIELD,CA,933097081,KERN,United States of America,Hospital,City Government,"$10,038,860 ",2018
RHODE ISLAND STATE DEPT OF HEALTH,929922664,PROVIDENCE,RI,2908,PROVIDENCE,United States of America,Health Department,State Government,"$835,000 ",2018
KERN COUNTY DEPARTMENT OF MENTAL HEALTH SERVICES,36419526,BAKERSVIELD,CA,93302,KERN,United States of America,Other Health Organization,County Government,"$125,000 ",2018
LOS ANGELES COUNTY PUBLIC HEALTH DEPARTMENT,99446254,ALHAMBRA,CA,91803,LOS ANGELES,United States of America,Health Department,County Government,$0 ,2018
LOS ANGELES COUNTY PUBLIC HEALTH DEPARTMENT,624882309,ALHAMBRA,CA,91803,LOS ANGELES,United States of America,Health Department,County Government,"$106,071,410 ",2018
LOS ANGELES CITY DEPARTMENT OF HEALTH SERVICES,99446254,LOS ANGELES,CA,90033,LOS ANGELES,United States of America,Health Department,City Government,($784),2018
LOS ANGELES COUNTY DEPARTMENT OF MENTAL HEALTH,104277942,LOS ANGELES,CA,90057,LOS ANGELES,United States of America,Health Department,County Government,"$1,000,000 ",2018
RIVERSIDE CTY DEPT MNTL HEALTH/ADULT & OLDER ADULT SVCS,556215168,RIVERSIDE,CA,92513,RIVERSIDE,United States of America,Other Health Organization,County Government,"$636,970 ",2018
SAN DIEGO COUNTY MENTAL HEALTH SERVICES,144733115,SAN DIEGO,CA,92103,SAN DIEGO,United States of America,Other Health Organization,County Government,"$900,000 ",2018
SAN DIEGO COUNTY DEPARTMENT OF HEALTH SERVICES,144733115,SAN DIEGO,CA,92123,SAN DIEGO,United States of America,Health Department,County Government,"$12,882,234 ",2018
SAN LUIS OBISPO COUNTY HEALTH AGENCY,140037164,SAN LUIS OBISPO,CA,934014513,SAN LUIS OBISPO,United States of America,Health Department,County Government,"$729,422 ",2018
VENTURA COUNTY HEALTH SERVICES AGENCY,66691122,VENTURA,CA,93003,VENTURA,United States of America,Other Health Organization,County Government,"$1,674,442 ",2018
Ventura County Behavioral Health,66691122,OXNARD,CA,930360673,VENTURA,United States of America,Other Health Organization,County Government,"$705,531 ",2018
SAN BERNARDINO COUNTY DEPARTMENT OF PUBLIC HEALTH,106376861,SAN BERNARDINO,CA,92415,SAN BERNARDINO,United States of America,Health Department,County Government,"$9,136,735 ",2018
"CITY OF SANTA BARBARA, HEALTH CARE SERVICES",131851250,SANTA BARBARA,CA,93110,SANTA BARBARA,United States of America,Other Health Organization,City Government,"$324,721 ",2018
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT.,131851250,SANTA BARBARA,CA,93110,SANTA BARBARA,United States of America,Health Department,County Government,"$2,192,938 ",2018
AS DEPARTMENT OF MEDICAL SERVICES,854993854,PAGO PAGO,AS,96799,,USA Related Territories,Other Health Organization,State Government,"$20,000 ",2018
AS DEPARTMENT OF HEALTH,854993177,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$7,476,372 ",2018
"AS DEPARTMENT OF HEALTH, PUBLIC HEALTH DIVISION",854993177,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$243,980 ",2018
GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE,778904292,AGANA,GU,96910,AGANA,USA Related Territories,Other Health Organization,State Government,"$24,938,271 ",2018
GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE,855028700,AGANA,GU,96910,AGANA,USA Related Territories,Other Health Organization,State Government,"$2,929,102 ",2018
GU MENTAL HEALTH & SUBSTANCE ABUSE AGENCY,778904292,AGANA,GU,96921,AGANA,USA Related Territories,Other Health Organization,State Government,"$1,473,308 ",2018
GU DEPARTMENT OF MENTAL HEALTH & SUBSTANCE ABUSE,855031402,TAMUNING,GU,96911,AGANA,USA Related Territories,Health Department,State Government,"$50,000 ",2018
"GU DEPT OF PUBLIC HLTH & SOCIAL SVCS, PUBLIC HEALTH DIV",778904292,AGANA,GU,96910,AGANA,USA Related Territories,Health Department,State Government,$0 ,2018
GU Dept of Behavioral Health and Wellness Center,855031402,TAMUNING,GU,96913,AGANA,USA Related Territories,Health Department,State Government,"$2,201,560 ",2018
"FEDERATED STATES OF MICRONESIA, OFFICE OF HEALTH SVCS",854812984,PALIKIR POHNPEI,FM,96941,PONAPE,USA Related Territories,Health Department,State Government,"$8,141,618 ",2018
"FEDERATED STATES OF MICRONESIA, OFFICE OF HEALTH SVCS",854814241,PALIKIR POHNPEI,FM,96941,PONAPE,USA Related Territories,Health Department,State Government,"($86,317)",2018
"REPUBLIC OF THE MARSHALL ISLANDS, HEALTH SERVICES",854861283,MAJURO-MARSHALL,MH,96960,,USA Related Territories,Health Department,State Government,"$482,230 ",2018
"REPUBLIC OF THE MARSHALL ISLANDS, HEALTH SERVICES",854862633,MAJURO-MARSHALL,MH,96960,,USA Related Territories,Health Department,State Government,"$4,639,474 ",2018
LBJ TROPICAL MED/MEDICAID,854996639,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$23,554,979 ",2018
"National Institute of Health, Mozambique",850487292,MAPUTO,Other,264,,Mozambique,Health Department,State Government,"$1,350,000 ",2018
FORSCHERGRUPPE DIABETES E.V.,319649778,NEUHERBERG/OBERSCHLEI?HEIM,Other,85764,,,Other Health Organization,State Government,"$409,250 ",2018
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854586119,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$5,696 ",2018
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854855277,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$35,401,512 ",2018
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854858560,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$560,498 ",2018
"CM DIV OF VOC REHAB, DEPT OF PUBLIC HLTH & ENVIR SVCS",854855277,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"($62,616)",2018
"CM DIV OF VOC REHAB, DEPT OF PUBLIC HLTH & ENVIR SVCS",854858560,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,$0 ,2018
Ho`ola Lahui Hawaii,809155005,LIHUE,HI,96766,KAUAI,United States of America,Hospital,State Government,"$2,853,366 ",2018
HI ST DEPARTMENT OF HEALTH,90266185,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$11,965,303 ",2018
HI ST DEPARTMENT OF HEALTH,136572513,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$4,347,207 ",2018
HI ST DEPARTMENT OF HEALTH,610006140,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$247,419 ",2018
HI ST DEPARTMENT OF HEALTH,783611122,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$4,511,842 ",2018
HI ST DEPARTMENT OF HEALTH,809935679,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$25,999,548 ",2018
HI ST DEPARTMENT OF HEALTH,90266185,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$6,036,648 ",2018
HI ST DEPARTMENT OF HEALTH,783611122,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$1,146,824 ",2018
HI ST DEPARTMENT OF HEALTH,809935679,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$6,201,645 ",2018
