"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US13217","Newton County, Georgia","37867","1008","5.6","2.4","4.8","2.5","10.7","5.0","9.5","3.4","14.0","5.4","22.9","5.2","9.7","3.1","15.3","4.0","4.4","2.1","3.2","1.7","57254","6290","70273","6437","35.7","(X)","(X)","(X)","(X)","(X)","28095","1833","3.7","2.3","2.5","2.2","9.4","6.1","6.8","3.0","15.7","8.3","23.3","5.2","12.4","4.2","18.0","5.0","4.5","2.3","3.7","2.0","61017","5255","77642","7822","(X)","(X)","35.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67481","15245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9772","1843","11.0","6.4","11.4","6.3","14.7","6.6","17.4","8.8","20.5","8.6","11.5","6.0","4.3","2.5","8.7","5.8","0.3","0.5","0.1","0.2","31926","3937","39120","5469","(X)","(X)","(X)","(X)","34.8","(X)"
"0500000US13223","Paulding County, Georgia","56476","1811","5.4","2.2","0.9","0.7","5.8","2.3","5.1","2.1","12.6","3.0","19.2","4.7","17.9","4.0","22.5","3.9","7.8","2.3","2.7","1.3","75800","5246","82879","4742","33.1","(X)","(X)","(X)","(X)","(X)","44021","2463","2.8","1.6","0.1","0.2","4.6","2.7","3.9","2.4","11.7","3.5","19.0","5.7","19.6","4.8","25.6","5.1","9.1","3.0","3.5","1.7","85763","4505","91406","5443","(X)","(X)","31.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91179","6416","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12455","2228","14.6","7.8","3.8","3.0","11.4","4.6","10.5","6.2","17.6","9.7","19.1","8.8","13.2","7.0","6.6","3.5","3.2","3.1","0.0","1.8","39285","11138","48347","6520","(X)","(X)","(X)","(X)","38.0","(X)"
"0500000US13245","Richmond County, Georgia","68361","3137","7.8","1.9","7.6","1.7","10.9","2.2","12.1","2.5","16.4","3.2","20.4","3.2","10.6","2.5","9.1","1.9","2.3","0.8","2.9","0.9","44973","3469","59361","3460","40.5","(X)","(X)","(X)","(X)","(X)","42363","3071","6.4","2.6","3.8","1.5","11.1","3.3","11.5","3.3","13.8","3.9","22.6","4.4","12.3","3.3","10.9","2.7","3.0","1.2","4.6","1.5","52580","3948","69551","4838","(X)","(X)","40.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","74546","7124","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25998","2905","11.3","3.2","13.8","3.9","13.3","2.8","15.9","4.2","20.7","5.1","13.0","3.6","7.3","3.2","3.5","1.4","1.0","0.9","0.2","0.3","31274","2949","38399","2932","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US13247","Rockdale County, Georgia","32792","684","7.4","3.0","2.4","1.8","6.8","3.0","8.4","3.3","16.6","4.1","17.3","4.2","14.0","3.7","18.6","4.3","2.2","1.3","6.3","2.7","60560","7015","78651","6677","52.9","(X)","(X)","(X)","(X)","(X)","23533","2082","3.1","1.9","1.6","2.2","7.5","3.5","9.2","4.2","13.8","4.6","19.9","4.7","15.2","4.6","19.7","5.1","3.0","1.9","7.1","3.2","66640","7969","85260","8087","(X)","(X)","57.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91908","12279","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9259","1949","19.2","8.9","4.4","3.2","8.1","5.1","6.9","4.2","24.4","8.3","16.0","8.3","6.6","3.8","10.2","5.9","0.0","2.4","4.2","4.5","41182","3892","55473","13258","(X)","(X)","(X)","(X)","41.4","(X)"
"0500000US13255","Spalding County, Georgia","25339","994","5.5","3.1","5.5","2.4","11.6","4.3","10.8","3.8","14.8","4.0","21.2","5.6","12.5","3.9","9.3","3.5","4.5","2.4","4.2","2.1","51677","8133","68860","6953","31.3","(X)","(X)","(X)","(X)","(X)","16563","1861","4.4","4.0","3.0","2.2","9.6","5.0","7.2","4.2","16.1","4.8","22.5","6.5","15.0","4.9","11.4","4.4","6.4","3.3","4.5","2.3","59654","9910","78292","9578","(X)","(X)","31.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78854","6214","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8776","1933","9.3","5.5","10.2","5.9","16.5","6.5","15.9","8.7","15.5","8.0","19.2","8.2","4.3","2.9","4.7","4.1","0.9","1.7","3.6","3.7","34404","5095","47151","8811","(X)","(X)","(X)","(X)","26.5","(X)"
"0500000US13285","Troup County, Georgia","24436","1100","12.9","4.9","5.2","2.3","11.3","4.3","10.2","3.6","12.8","3.9","18.3","4.9","10.9","2.8","11.8","4.2","2.7","1.6","4.0","1.9","46198","6339","62990","6947","39.4","(X)","(X)","(X)","(X)","(X)","15354","1356","4.4","2.8","2.8","2.1","10.5","5.3","11.0","4.7","10.9","4.0","20.2","6.4","15.3","4.1","14.8","5.6","3.9","2.4","6.3","3.1","62837","5485","79831","9804","(X)","(X)","47.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81194","12880","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9082","1433","27.3","11.8","9.2","5.1","13.5","6.8","9.3","5.1","16.1","8.0","18.1","8.3","2.9","2.1","3.0","2.8","0.7","1.2","0.0","2.5","25000","13940","31816","6519","(X)","(X)","(X)","(X)","25.0","(X)"
"0500000US13295","Walker County, Georgia","26760","1208","3.6","2.1","8.5","3.5","13.5","3.9","12.5","3.4","12.7","4.5","22.5","5.3","12.6","3.4","9.6","3.0","2.0","1.6","2.4","1.4","47856","7456","58818","4386","22.2","(X)","(X)","(X)","(X)","(X)","17810","1732","2.0","2.1","2.2","2.2","9.1","4.6","9.6","3.5","12.8","5.7","28.1","6.4","16.0","4.7","14.2","4.5","3.0","2.4","3.0","1.8","61720","2892","71303","5465","(X)","(X)","22.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67654","5622","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8950","1580","6.9","4.0","22.1","9.2","22.4","8.2","17.1","7.8","14.1","7.7","10.9","5.4","4.9","4.4","1.0","1.3","0.0","2.5","0.6","1.1","22170","12323","31865","5478","(X)","(X)","(X)","(X)","21.3","(X)"
"0500000US13297","Walton County, Georgia","33350","1012","4.5","2.5","2.0","1.4","9.9","3.1","6.6","2.4","15.2","4.4","16.9","3.4","13.0","2.9","16.9","3.1","11.8","3.3","3.4","1.6","66176","5653","82283","4997","40.7","(X)","(X)","(X)","(X)","(X)","25736","1438","3.9","3.0","1.4","0.9","5.5","2.6","7.0","2.8","16.5","5.2","14.1","3.6","13.2","3.5","20.9","4.1","13.0","3.9","4.4","2.0","77198","7823","90254","5914","(X)","(X)","37.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93067","8945","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7614","1349","6.6","5.5","6.9","5.1","25.2","9.1","9.5","4.9","12.0","5.6","20.2","7.6","12.1","6.0","2.4","2.3","5.0","5.5","0.0","2.9","38172","11672","47930","9231","(X)","(X)","(X)","(X)","48.0","(X)"
"0500000US13313","Whitfield County, Georgia","34518","1533","4.3","1.7","5.9","2.4","9.5","2.6","13.2","3.8","15.5","3.4","18.8","4.1","13.1","3.1","11.4","2.6","3.4","1.8","5.0","2.0","52198","6614","72484","8743","34.6","(X)","(X)","(X)","(X)","(X)","25351","1900","2.9","1.6","0.8","0.9","8.3","3.3","11.9","4.1","16.5","4.8","21.2","5.4","15.2","4.2","12.5","3.1","4.0","2.3","6.6","2.7","60429","4217","82470","11153","(X)","(X)","36.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70989","9757","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9167","1336","9.3","4.4","19.9","8.1","16.1","7.0","17.5","6.7","18.5","7.7","7.8","3.9","4.9","3.9","5.0","5.1","0.2","0.4","0.6","0.9","27445","6475","36870","7759","(X)","(X)","(X)","(X)","27.8","(X)"
"0500000US15001","Hawaii County, Hawaii","71193","2209","6.2","1.5","4.0","1.3","10.4","2.5","7.7","1.9","9.9","1.9","16.2","2.2","13.1","2.1","16.7","2.7","8.7","1.7","7.1","1.9","67075","4804","88393","5717","39.0","(X)","(X)","(X)","(X)","(X)","46384","3008","4.6","1.6","1.9","1.0","6.6","2.0","7.6","2.5","9.4","2.3","14.7","2.6","16.3","3.0","21.0","3.6","10.1","2.2","7.7","2.1","82400","5268","98882","7381","(X)","(X)","39.6","(X)","(X)","(X)","33335","2685","2.2","1.4","1.6","1.0","3.7","1.9","5.8","2.2","8.9","2.6","13.4","2.8","17.2","3.3","25.7","4.1","12.5","2.9","9.0","2.4","95349","4990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24809","2456","11.5","3.0","8.2","3.1","16.2","4.8","9.1","3.5","11.5","3.4","17.8","4.0","8.7","2.7","9.1","3.4","3.8","2.3","4.0","3.0","41821","7756","60347","8516","(X)","(X)","(X)","(X)","33.7","(X)"
"0500000US15003","Honolulu County, Hawaii","316456","3394","4.6","0.6","2.5","0.5","4.9","0.7","6.1","0.7","8.2","0.7","16.7","1.1","13.5","1.0","20.7","1.2","10.7","0.8","12.2","0.7","87470","2197","111776","2402","40.0","(X)","(X)","(X)","(X)","(X)","216096","3707","2.4","0.5","1.1","0.3","2.9","0.6","4.8","0.8","7.5","1.1","16.1","1.4","14.1","1.2","23.7","1.6","12.9","1.0","14.6","1.0","101922","2686","125696","3397","(X)","(X)","40.8","(X)","(X)","(X)","158586","3719","1.1","0.4","0.9","0.4","2.4","0.7","3.5","0.8","5.6","1.0","13.8","1.5","14.4","1.4","25.7","1.9","14.9","1.2","17.8","1.3","115383","2851","139650","4426","(X)","(X)","(X)","(X)","(X)","(X)","100360","4145","10.1","1.5","5.7","1.3","9.7","1.9","8.9","1.4","11.4","1.5","18.6","1.9","12.3","1.7","13.7","1.7","4.4","1.3","5.2","1.1","57554","5069","73029","3858","(X)","(X)","(X)","(X)","36.1","(X)"
"0500000US15007","Kauai County, Hawaii","22898","1313","4.8","2.4","1.0","0.8","6.7","2.9","5.0","2.1","11.6","3.2","18.1","4.1","11.9","2.9","23.1","4.5","9.2","2.5","8.5","2.7","81971","12731","100559","8259","47.1","(X)","(X)","(X)","(X)","(X)","16822","1553","1.7","1.6","1.1","1.0","5.4","3.7","4.2","2.6","9.8","3.0","16.0","4.4","14.3","3.5","26.7","5.7","11.9","3.3","9.0","2.9","96284","8210","111502","8255","(X)","(X)","50.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105503","9776","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6076","1124","14.5","7.4","2.5","2.3","9.1","5.2","11.2","5.9","16.1","6.7","23.7","8.7","6.1","4.5","10.9","5.3","4.8","3.6","1.0","1.2","48182","8509","58024","9072","(X)","(X)","(X)","(X)","34.6","(X)"
"0500000US15009","Maui County, Hawaii","54744","2300","6.0","1.8","2.1","1.0","5.7","2.1","6.6","2.1","8.6","2.3","18.0","2.8","14.7","3.0","18.7","2.8","10.4","2.2","9.1","1.8","80754","7209","99883","6055","42.5","(X)","(X)","(X)","(X)","(X)","36904","2209","4.9","2.3","1.2","1.0","4.8","2.1","2.8","1.3","8.0","2.2","19.7","4.0","16.2","3.7","20.4","3.5","12.7","2.9","9.3","2.2","90983","3503","107640","7158","(X)","(X)","46.5","(X)","(X)","(X)","27192","2262","3.5","2.2","1.3","1.2","4.5","2.5","2.9","1.5","5.9","1.9","17.9","4.2","17.1","4.3","22.5","3.8","12.6","3.2","11.9","2.8","96108","5362","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17840","1938","9.6","3.3","4.5","2.3","9.5","4.2","13.2","4.7","11.8","4.2","19.1","5.4","10.4","5.1","10.7","3.5","5.1","2.5","6.0","3.0","50666","5302","72218","9129","(X)","(X)","(X)","(X)","31.0","(X)"
"0500000US16001","Ada County, Idaho","184160","2215","3.7","0.8","2.5","0.8","6.2","1.1","8.5","1.3","11.7","1.2","18.9","1.9","15.0","1.8","16.7","1.7","8.2","1.3","8.6","1.1","72021","3159","96684","3838","26.1","(X)","(X)","(X)","(X)","(X)","123900","3901","2.2","1.0","1.3","0.8","4.3","1.3","5.0","1.1","9.6","1.7","19.3","2.2","15.5","1.9","20.0","2.2","11.2","1.9","11.5","1.6","88299","4556","113517","5320","(X)","(X)","26.5","(X)","(X)","(X)","98591","4306","1.0","0.5","0.9","0.7","2.6","0.9","3.8","1.2","8.3","1.7","16.6","2.3","17.3","2.3","22.5","2.7","13.4","2.3","13.4","2.0","98737","6264","125678","6429","(X)","(X)","(X)","(X)","(X)","(X)","60260","3754","6.9","2.0","5.1","1.5","11.8","2.2","17.0","3.0","16.2","2.5","18.2","2.8","11.1","2.9","9.2","2.5","2.1","0.9","2.6","1.3","43341","4653","59043","4629","(X)","(X)","(X)","(X)","24.0","(X)"
"0500000US16005","Bannock County, Idaho","32010","947","5.7","1.9","5.7","2.3","11.8","2.9","11.0","2.8","13.7","2.8","20.2","3.4","10.5","2.4","14.6","2.8","5.1","1.8","1.8","1.0","51989","5270","65404","4364","31.0","(X)","(X)","(X)","(X)","(X)","20323","1437","2.7","1.7","1.4","1.0","9.1","4.0","9.1","3.3","12.8","3.3","22.0","4.7","13.5","3.3","20.4","4.4","6.5","2.8","2.5","1.3","65688","4723","78752","6185","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71256","10898","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11687","1417","11.3","4.2","13.4","5.8","16.8","5.5","14.3","4.4","16.4","5.4","15.7","5.1","4.7","3.6","5.5","2.9","1.6","1.3","0.4","0.6","30956","5426","39753","4561","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US16019","Bonneville County, Idaho","40776","1151","4.9","2.1","3.7","1.7","10.5","3.6","6.1","1.9","14.7","2.8","17.5","2.8","12.5","2.5","18.3","3.3","6.3","2.0","5.3","1.6","64618","4436","84685","4801","30.4","(X)","(X)","(X)","(X)","(X)","28580","2043","2.3","1.5","0.8","0.7","7.8","3.7","4.7","1.7","14.8","3.3","20.5","3.9","12.7","2.7","21.9","4.2","7.6","2.5","6.9","2.2","72463","8593","98685","6713","(X)","(X)","28.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87198","7542","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12196","1859","12.1","5.6","10.0","5.2","16.5","5.7","11.7","5.3","16.6","5.8","11.9","4.3","9.5","4.1","8.4","4.5","2.2","2.1","1.2","1.1","34622","7087","46393","5346","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US16027","Canyon County, Idaho","77449","1213","3.3","1.3","3.7","1.5","7.9","1.7","10.4","1.7","15.0","2.6","23.3","2.9","15.2","2.5","14.7","2.6","3.2","1.1","3.2","1.0","58945","3409","71937","4404","32.8","(X)","(X)","(X)","(X)","(X)","57587","2705","1.6","1.0","1.2","0.6","5.4","1.6","9.0","2.2","16.6","3.2","24.0","3.2","16.5","2.8","17.6","3.3","3.9","1.4","4.3","1.4","66387","6362","80966","5313","(X)","(X)","33.0","(X)","(X)","(X)","41868","2676","0.2","0.3","0.6","0.5","5.2","2.2","6.0","1.8","12.1","3.1","25.4","3.9","19.5","3.6","20.9","4.1","4.6","1.7","5.4","2.0","75299","4876","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19862","2572","8.5","3.8","12.1","5.0","15.9","4.8","16.6","4.1","15.6","4.2","16.3","4.6","10.6","4.8","4.0","2.8","0.3","0.5","0.0","0.9","32472","4074","40130","4263","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US16055","Kootenai County, Idaho","65283","1428","2.8","1.1","2.1","1.0","10.4","2.7","9.8","2.0","12.9","2.4","24.2","3.2","13.9","2.6","16.1","2.5","3.7","1.2","4.1","1.2","62579","4031","74659","4093","27.0","(X)","(X)","(X)","(X)","(X)","42983","2453","2.0","1.3","1.6","1.0","7.1","3.0","7.8","2.2","10.8","2.6","22.0","3.4","16.7","3.5","20.8","3.4","5.6","1.7","5.7","1.7","73909","4482","86842","5297","(X)","(X)","25.9","(X)","(X)","(X)","34135","2653","1.2","0.9","0.3","0.5","2.6","1.3","6.4","2.2","10.2","2.9","23.2","4.0","18.4","4.2","24.5","4.2","6.6","2.1","6.7","2.2","86383","12022","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22300","2285","4.7","2.1","4.4","2.7","18.4","5.0","15.8","4.4","16.3","5.0","26.0","6.1","7.6","3.1","5.3","3.3","0.5","0.7","0.9","0.9","39680","3990","47718","4142","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US16083","Twin Falls County, Idaho","31850","1040","4.8","2.2","4.8","2.3","10.1","2.9","9.7","3.5","13.5","3.3","23.8","4.8","15.5","4.7","10.7","2.6","2.9","1.5","4.2","2.0","56276","4063","72044","8335","30.6","(X)","(X)","(X)","(X)","(X)","20827","1599","2.3","2.0","2.7","2.5","1.9","1.3","8.6","3.8","9.9","3.0","28.1","6.5","22.4","7.0","13.4","3.5","4.3","2.3","6.3","3.1","67233","14432","89790","12045","(X)","(X)","32.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72850","12251","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11023","1552","12.0","5.9","8.1","4.8","25.4","7.5","14.4","8.2","19.4","7.1","13.3","6.5","2.9","3.0","4.2","2.3","0.3","0.6","0.0","1.6","28531","5596","36417","4720","(X)","(X)","(X)","(X)","27.1","(X)"
"0500000US17001","Adams County, Illinois","26993","1143","6.3","2.4","2.4","1.1","7.6","2.3","8.7","2.5","18.1","3.3","19.8","3.3","16.6","3.8","13.5","2.8","4.3","1.7","2.5","1.2","55727","4350","70658","4789","33.3","(X)","(X)","(X)","(X)","(X)","17275","1468","4.0","2.9","2.9","2.6","4.1","2.0","7.0","3.2","15.0","3.9","17.9","3.9","20.8","4.4","19.1","4.2","5.9","2.7","3.1","1.7","73917","6504","80627","5810","(X)","(X)","33.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78881","4316","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9718","1427","10.6","4.3","5.8","2.8","15.7","5.5","10.5","4.0","21.0","5.8","21.2","7.2","9.3","5.7","3.6","2.6","0.8","1.3","1.4","1.4","38390","3448","49850","11597","(X)","(X)","(X)","(X)","30.7","(X)"
"0500000US17019","Champaign County, Illinois","81764","2599","10.1","2.0","4.1","1.4","11.7","2.4","8.4","1.9","12.1","2.3","17.8","2.4","10.3","1.8","13.3","1.8","6.1","1.2","6.0","1.4","52405","2785","74061","4046","33.3","(X)","(X)","(X)","(X)","(X)","42035","2306","3.5","1.8","1.5","1.1","9.6","3.3","6.2","2.4","10.5","2.9","15.9","3.4","13.4","2.6","19.5","3.4","10.2","2.2","9.7","2.1","82467","7843","99259","6230","(X)","(X)","34.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","102700","7067","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39729","2563","17.2","3.2","6.9","2.6","15.1","3.8","11.3","2.7","13.9","3.3","18.9","3.3","6.4","2.0","6.6","1.6","2.1","1.1","1.7","1.1","34505","4820","45820","4238","(X)","(X)","(X)","(X)","31.9","(X)"
"0500000US17031","Cook County, Illinois","1985613","7470","7.0","0.4","4.0","0.3","7.9","0.3","8.2","0.4","10.5","0.4","15.7","0.5","12.1","0.4","16.2","0.5","8.0","0.3","10.5","0.3","69429","1100","100785","1401","38.0","(X)","(X)","(X)","(X)","(X)","1165793","12500","3.4","0.3","2.0","0.2","6.0","0.4","7.2","0.5","9.9","0.5","15.2","0.6","12.4","0.5","19.4","0.7","10.1","0.5","14.4","0.5","86915","1748","122459","2330","(X)","(X)","41.5","(X)","(X)","(X)","794254","10997","1.3","0.2","0.9","0.1","3.3","0.4","5.0","0.4","7.7","0.6","13.5","0.7","12.7","0.5","23.0","0.9","13.0","0.6","19.7","0.6","110800","1535","149274","3226","(X)","(X)","(X)","(X)","(X)","(X)","819820","12212","12.7","0.7","7.1","0.6","11.3","0.6","10.0","0.7","11.8","0.6","16.3","0.7","11.2","0.6","10.8","0.5","4.4","0.4","4.4","0.4","45497","1162","66678","1669","(X)","(X)","(X)","(X)","32.0","(X)"
"0500000US17037","DeKalb County, Illinois","39330","1037","8.9","3.0","1.7","1.1","9.8","3.4","8.4","3.1","9.6","2.1","18.3","3.6","13.4","3.0","16.7","2.8","7.7","2.2","5.4","1.5","64131","4173","79542","4756","29.8","(X)","(X)","(X)","(X)","(X)","22971","1324","2.3","1.5","0.2","0.3","4.6","2.8","4.3","2.6","10.2","2.9","19.9","4.8","17.4","4.4","22.6","4.0","10.1","3.0","8.4","2.4","87104","5660","102111","6701","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100589","7741","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16359","1396","18.8","7.0","3.8","2.6","17.8","6.7","14.6","6.1","9.7","3.1","19.0","5.7","5.5","2.2","6.8","3.1","3.6","2.7","0.4","0.6","30303","6237","43506","5456","(X)","(X)","(X)","(X)","26.9","(X)"
"0500000US17043","DuPage County, Illinois","342195","2951","2.6","0.4","1.8","0.4","5.1","0.7","5.4","0.6","9.0","0.8","15.2","1.1","12.8","0.9","21.0","1.0","11.8","0.8","15.4","0.9","96403","1958","126800","3086","33.1","(X)","(X)","(X)","(X)","(X)","236594","4294","1.6","0.5","0.9","0.4","2.5","0.8","3.2","0.5","6.5","0.7","12.5","1.0","12.6","0.9","24.9","1.3","14.5","1.1","20.8","1.2","118053","3295","150552","3854","(X)","(X)","33.6","(X)","(X)","(X)","193976","4255","0.7","0.2","0.7","0.3","1.4","0.5","2.5","0.4","5.6","0.7","10.3","1.0","12.0","0.9","26.2","1.3","16.5","1.3","24.1","1.4","130418","3499","164543","4150","(X)","(X)","(X)","(X)","(X)","(X)","105601","4201","5.6","1.3","4.1","1.1","11.0","1.6","10.9","1.6","15.1","2.0","21.6","2.2","12.5","1.4","11.4","1.2","4.8","1.0","3.0","0.9","52399","2345","70052","4170","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US17089","Kane County, Illinois","182223","2420","3.3","0.8","2.4","0.8","5.8","0.9","6.3","1.1","10.7","1.4","16.4","1.6","14.1","1.3","21.4","2.0","8.4","1.1","11.3","1.4","84368","3053","107823","3870","39.6","(X)","(X)","(X)","(X)","(X)","130164","3537","2.2","0.8","1.2","0.6","4.3","1.2","4.2","1.0","9.4","1.7","14.7","1.8","14.7","1.6","24.6","2.3","10.7","1.4","14.1","1.8","99224","2280","122893","5138","(X)","(X)","42.0","(X)","(X)","(X)","100784","2702","0.9","0.6","0.7","0.5","2.4","1.1","2.5","0.9","7.4","1.9","13.8","2.0","14.7","2.0","27.2","2.7","13.2","1.7","17.3","2.3","110899","3489","N","N","(X)","(X)","(X)","(X)","(X)","(X)","52059","3511","7.4","2.3","5.7","2.2","11.8","2.4","11.8","2.8","15.2","2.7","20.0","3.1","11.1","2.5","11.2","2.3","2.6","1.2","3.3","1.3","46687","5437","64250","5444","(X)","(X)","(X)","(X)","31.0","(X)"
"0500000US17091","Kankakee County, Illinois","39583","1246","6.1","1.7","3.1","1.5","8.7","1.9","8.0","1.9","16.7","2.8","15.3","2.7","15.5","3.0","18.5","3.0","5.5","1.5","2.7","1.3","60923","6321","73666","3913","37.6","(X)","(X)","(X)","(X)","(X)","24945","1543","2.7","1.3","1.4","1.2","5.0","1.5","5.9","2.3","19.2","4.1","14.4","2.6","15.7","3.0","24.2","4.0","7.7","2.2","3.9","2.0","76663","6131","87130","5767","(X)","(X)","34.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91350","8159","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14638","1497","12.7","4.1","6.3","3.5","16.3","4.4","11.7","3.4","15.6","4.3","16.8","4.9","11.4","4.1","8.2","3.8","0.3","0.3","0.7","0.9","38094","6373","46196","4351","(X)","(X)","(X)","(X)","37.7","(X)"
