Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
"AS DEPARTMENT OF HEALTH, PUBLIC HEALTH DIVISION",854993177,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$266,903 ",2017
"GU DEPARTMENT OF PUBLIC HEALTH, DIVISION OF MENTAL HLTH",855028700,AGANA,GU,96910,AGANA,USA Related Territories,Health Department,State Government,"$163,340 ",2017
GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE,778904292,AGANA,GU,96910,AGANA,USA Related Territories,Other Health Organization,State Government,"$20,678,604 ",2017
GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE,855028700,AGANA,GU,96910,AGANA,USA Related Territories,Other Health Organization,State Government,"$3,570,309 ",2017
GU MENTAL HEALTH & SUBSTANCE ABUSE AGENCY,778904292,AGANA,GU,96921,AGANA,USA Related Territories,Other Health Organization,State Government,"$1,321,235 ",2017
GU DEPARTMENT OF MENTAL HEALTH & SUBSTANCE ABUSE,778904292,TAMUNING,GU,96911,AGANA,USA Related Territories,Health Department,State Government,"$50,000 ",2017
GU DEPARTMENT OF MENTAL HEALTH & SUBSTANCE ABUSE,855031402,TAMUNING,GU,96911,AGANA,USA Related Territories,Health Department,State Government,$0 ,2017
"GU DEPT OF PUBLIC HLTH & SOCIAL SVCS, PUBLIC HEALTH DIV",778904292,AGANA,GU,96910,AGANA,USA Related Territories,Health Department,State Government,"$1,594,000 ",2017
GU Dept of Behavioral Health and Wellness Center,855031402,TAMUNING,GU,96913,AGANA,USA Related Territories,Health Department,State Government,"$1,085,472 ",2017
"FEDERATED STATES OF MICRONESIA, OFFICE OF HEALTH SVCS",854812984,PALIKIR POHNPEI,FM,96941,PONAPE,USA Related Territories,Health Department,State Government,"$7,971,419 ",2017
"FEDERATED STATES OF MICRONESIA, OFFICE OF HEALTH SVCS",854814241,PALIKIR POHNPEI,FM,96941,PONAPE,USA Related Territories,Health Department,State Government,"($28,930)",2017
"REPUBLIC OF THE MARSHALL ISLANDS, HEALTH SERVICES",854861283,MAJURO-MARSHALL,MH,96960,,USA Related Territories,Health Department,State Government,"$447,206 ",2017
"REPUBLIC OF THE MARSHALL ISLANDS, HEALTH SERVICES",854862633,MAJURO-MARSHALL,MH,96960,,USA Related Territories,Health Department,State Government,"$4,222,718 ",2017
LBJ TROPICAL MED/MEDICAID,854993177,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"($82,851)",2017
LBJ TROPICAL MED/MEDICAID,854996639,PAGO PAGO,AS,96799,,USA Related Territories,Health Department,State Government,"$22,167,426 ",2017
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854586119,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$5,665 ",2017
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854855228,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$50,000 ",2017
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854855277,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$31,514,991 ",2017
CM DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENTAL SERVICES,854858560,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$651,557 ",2017
"CM DIV OF VOC REHAB, DEPT OF PUBLIC HLTH & ENVIR SVCS",854855277,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Health Department,State Government,"$423,902 ",2017
Ho`ola Lahui Hawaii,809155005,LIHUE,HI,96766,KAUAI,United States of America,Hospital,State Government,"$2,410,509 ",2017
HI ST DEPARTMENT OF HEALTH,79795311,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"($203,391)",2017
HI ST DEPARTMENT OF HEALTH,90266185,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$10,366,228 ",2017
HI ST DEPARTMENT OF HEALTH,136572513,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$6,354,830 ",2017
HI ST DEPARTMENT OF HEALTH,610006140,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$250,000 ",2017
HI ST DEPARTMENT OF HEALTH,783611122,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$890,627 ",2017
HI ST DEPARTMENT OF HEALTH,809935679,KAPOLEI,HI,96707,HONOLULU,United States of America,Health Department,State Government,"$25,199,244 ",2017
HI ST DEPARTMENT OF HEALTH,90266185,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$2,000,000 ",2017
HI ST DEPARTMENT OF HEALTH,783611122,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$1,555,000 ",2017
HI ST DEPARTMENT OF HEALTH,809935679,HONOLULU,HI,96801,HONOLULU,United States of America,Health Department,State Government,"$12,245,328 ",2017
